gene,module
HEY1,Astrocytoma
HEY1,Malignant neoplasm of breast
HEY1,Glioblastoma
HEY1,Lung Neoplasms
HEY1,oligodendroglioma
HEY1,Ureteral obstruction
HEY1,Subependymal Giant Cell Astrocytoma
HEY1,"Neuroectodermal Tumor, Primitive"
HEY1,Malignant neoplasm of lung
HEY1,Adult Oligodendroglioma
HEY1,Childhood Oligodendroglioma
HEY1,Juvenile Pilocytic Astrocytoma
HEY1,Diffuse Astrocytoma
HEY1,Mixed Oligodendroglioma-Astrocytoma
HEY1,Anaplastic astrocytoma
HEY1,Protoplasmic astrocytoma
HEY1,Gemistocytic astrocytoma
HEY1,Fibrillary Astrocytoma
HEY1,Pilocytic Astrocytoma
HEY1,Spongioblastoma
HEY1,Giant Cell Glioblastoma
HEY1,Anaplastic Oligodendroglioma
HEY1,Medulloepithelioma
HEY1,Childhood Cerebral Astrocytoma
HEY1,Oligodendroblastoma
HEY1,Mixed oligoastrocytoma
HEY1,Breast Carcinoma
HEY1,Ependymoblastoma
HEY1,Cerebral Astrocytoma
HEY1,Intracranial Astrocytoma
HEY1,Mixed Oligodendroglioma-Ependymoma
HEY1,Well Differentiated Oligodendroglioma
HEY1,Cerebral Primitive Neuroectodermal Tumor
HEY1,"Carcinoma, Pancreatic Ductal"
HEY1,"Mammary Neoplasms, Human"
HEY1,Mammary Neoplasms
HEY1,Autism Spectrum Disorders
HEY1,Glioblastoma Multiforme
HEY1,Grade I Astrocytoma
HEY1,"Mammary Carcinoma, Human"
HEY2,Astrocytoma
HEY2,Malignant neoplasm of breast
HEY2,Hypertrophic Cardiomyopathy
HEY2,Ureteral obstruction
HEY2,Subependymal Giant Cell Astrocytoma
HEY2,Juvenile Pilocytic Astrocytoma
HEY2,Diffuse Astrocytoma
HEY2,Anaplastic astrocytoma
HEY2,Protoplasmic astrocytoma
HEY2,Gemistocytic astrocytoma
HEY2,Fibrillary Astrocytoma
HEY2,Pilocytic Astrocytoma
HEY2,Childhood Cerebral Astrocytoma
HEY2,Mixed oligoastrocytoma
HEY2,Breast Carcinoma
HEY2,Cerebral Astrocytoma
HEY2,Intracranial Astrocytoma
HEY2,"Carcinoma, Pancreatic Ductal"
HEY2,Brugada Syndrome (disorder)
HEY2,"Mammary Neoplasms, Human"
HEY2,Mammary Neoplasms
HEY2,Grade I Astrocytoma
HEY2,Brugada ECG Pattern
HEY2,Hypertrophic obstructive cardiomyopathy
HEY2,Brugada Syndrome 1
HEY2,"Mammary Carcinoma, Human"
HEYL,Malignant neoplasm of breast
HEYL,Breast Carcinoma
HEYL,"Mammary Neoplasms, Human"
HEYL,Mammary Neoplasms
HEYL,"Mammary Carcinoma, Human"
HFE,Alzheimer's Disease
HFE,Birth Weight
HFE,Presenile dementia
HFE,Hemochromatosis
HFE,Hepatitis C
HFE,Lead Poisoning
HFE,Osteoarthritis of hip
HFE,Parkinson Disease
HFE,Alcohol abuse
HFE,Variegate Porphyria
HFE,Porphyria Cutanea Tarda
HFE,Familial Alzheimer Disease (FAD)
HFE,Erythrocyte Mean Corpuscular Hemoglobin Test
HFE,Hereditary hemochromatosis
HFE,"Alzheimer Disease, Late Onset"
HFE,Acute Confusional Senile Dementia
HFE,"Alzheimer's Disease, Focal Onset"
HFE,"Alzheimer Disease, Early Onset"
HFE,Finding of Mean Corpuscular Hemoglobin
HFE,"Cardiomyopathy, Familial Idiopathic"
HFE,Autism Spectrum Disorders
HFE,"MICROVASCULAR COMPLICATIONS OF DIABETES, SUSCEPTIBILITY TO, 7 (finding)"
HFE,Hematopoetic Myelodysplasia
HFE,"Porphyria, South African type"
HFE,MYELODYSPLASTIC SYNDROME
HFE,"HEMOCHROMATOSIS, TYPE 1"
HFM1,"Ovarian Failure, Premature"
HFM1,PREMATURE OVARIAN FAILURE 9
HGD,Alkaptonuria
HGD,"Ochronosis, hereditary"
HGF,Astrocytoma
HGF,Barrett Esophagus
HGF,Squamous cell carcinoma
HGF,Diabetic Neuropathies
HGF,"Hepatitis, Chronic"
HGF,"Hepatoma, Morris"
HGF,"Hepatoma, Novikoff"
HGF,"Leukemia, Myelocytic, Acute"
HGF,Liver Cirrhosis
HGF,"Liver Cirrhosis, Experimental"
HGF,Liver neoplasms
HGF,"Liver Neoplasms, Experimental"
HGF,"Acute Myeloid Leukemia, M1"
HGF,Neoplasm Invasiveness
HGF,Neoplasm Metastasis
HGF,"Neoplasms, Experimental"
HGF,Neuroblastoma
HGF,Pain
HGF,Pancreatitis
HGF,Parkinson Disease
HGF,"Cardiomyopathies, Primary"
HGF,Pulmonary Fibrosis
HGF,Reperfusion Injury
HGF,"Myocardial Diseases, Secondary"
HGF,Thrombosis
HGF,Vascular Diseases
HGF,Experimental Hepatoma
HGF,Thrombus
HGF,Chronic Persistent Hepatitis
HGF,Myocardial Ischemia
HGF,"Liver Failure, Acute"
HGF,Subependymal Giant Cell Astrocytoma
HGF,"Pain, Burning"
HGF,Ache
HGF,Radiating pain
HGF,"Fibrosis, Liver"
HGF,Symmetric Diabetic Proximal Motor Neuropathy
HGF,Asymmetric Diabetic Proximal Motor Neuropathy
HGF,Diabetic Mononeuropathy
HGF,Diabetic Polyneuropathies
HGF,Diabetic Amyotrophy
HGF,Diabetic Autonomic Neuropathy
HGF,Juvenile Pilocytic Astrocytoma
HGF,Diffuse Astrocytoma
HGF,Anaplastic astrocytoma
HGF,Protoplasmic astrocytoma
HGF,Gemistocytic astrocytoma
HGF,Fibrillary Astrocytoma
HGF,Pilocytic Astrocytoma
HGF,Childhood Cerebral Astrocytoma
HGF,Malignant neoplasm of liver
HGF,Malignant mesothelioma
HGF,Diabetic Asymmetric Polyneuropathy
HGF,"Pain, Splitting"
HGF,"Pain, Crushing"
HGF,Chronic active hepatitis
HGF,Cryptogenic Chronic Hepatitis
HGF,Mixed oligoastrocytoma
HGF,Cerebral Astrocytoma
HGF,Intracranial Astrocytoma
HGF,Diabetic Neuralgia
HGF,"Pain, Migratory"
HGF,"Suffering, Physical"
HGF,Cardiomyopathies
HGF,Polyomavirus Infections
HGF,Barrett Epithelium
HGF,Grade I Astrocytoma
HGF,"DEAFNESS, AUTOSOMAL RECESSIVE 39 (disorder)"
HGF,Copper-Overload Cirrhosis
HGF,Acute Myeloid Leukemia (AML-M2)
HGF,Liver carcinoma
HGF,Nonsyndromic Deafness
HGF,"Alveolitis, Fibrosing"
HGFAC,Liver carcinoma
HGSNAT,Mucopolysaccharidosis III
HGSNAT,Retinitis Pigmentosa
HGSNAT,Mucopolysaccharidosis Type IIIA
HGSNAT,MPS III B
HGSNAT,MPS III C
HGSNAT,MPS III D
HGSNAT,RETINITIS PIGMENTOSA 73
HHAT,Schizophrenia
HHAT,Gastrointestinal Stromal Tumors
HHAT,Nivelon Nivelon Mabille syndrome
HHAT,Gastrointestinal Stromal Sarcoma
HHEX,Malignant neoplasm of breast
HHEX,"Diabetes Mellitus, Non-Insulin-Dependent"
HHEX,Fatty Liver
HHEX,Breast Carcinoma
HHEX,"Mammary Neoplasms, Human"
HHEX,Mammary Neoplasms
HHEX,Steatohepatitis
HHEX,"Mammary Carcinoma, Human"
HHIP,Colorectal Carcinoma
HHIP,Colorectal Neoplasms
HHIP,Gastrointestinal Stromal Tumors
HHIP,Hypospadias
HHIP,Liver carcinoma
HHIP,Gastrointestinal Stromal Sarcoma
HHIP,Anorectal Malformations
HHIPL1,Coronary Arteriosclerosis
HHIPL1,Coronary Artery Disease
HIBCH,Degenerative polyarthritis
HIBCH,Osteoarthrosis Deformans
HIBCH,Beta-Hydroxyisobutyryl CoA Deacylase Deficiency
HIC1,Malignant neoplasm of breast
HIC1,Gastrointestinal Neoplasms
HIC1,Medulloblastoma
HIC1,polyps
HIC1,Medullomyoblastoma
HIC1,Age related macular degeneration
HIC1,Miller Dieker syndrome
HIC1,Childhood Medulloblastoma
HIC1,Adult Medulloblastoma
HIC1,Breast Carcinoma
HIC1,Malignant neoplasm of gastrointestinal tract
HIC1,Desmoplastic Medulloblastoma
HIC1,"Mammary Neoplasms, Human"
HIC1,Melanotic medulloblastoma
HIC1,Mammary Neoplasms
HIC1,"Mammary Carcinoma, Human"
HIF1A,Anaplasia
HIF1A,Astrocytoma
HIF1A,Bipolar Disorder
HIF1A,Malignant neoplasm of breast
HIF1A,Carcinoma
HIF1A,Malignant neoplasm of skin
HIF1A,Noninfiltrating Intraductal Carcinoma
HIF1A,Non-Small Cell Lung Carcinoma
HIF1A,Neoplastic Cell Transformation
HIF1A,Brain Ischemia
HIF1A,Primary biliary cirrhosis
HIF1A,"Cholangitis, Sclerosing"
HIF1A,Mental Depression
HIF1A,Glioblastoma
HIF1A,Congenital Heart Defects
HIF1A,Cardiomegaly
HIF1A,Heart failure
HIF1A,Congestive heart failure
HIF1A,Hyperplasia
HIF1A,Hypertensive disease
HIF1A,Pulmonary Hypertension
HIF1A,Left-Sided Heart Failure
HIF1A,Biliary cirrhosis
HIF1A,Lung diseases
HIF1A,Myocardial Reperfusion Injury
HIF1A,Neoplasm Invasiveness
HIF1A,"Neoplasms, Experimental"
HIF1A,Pancreatic Neoplasm
HIF1A,Prostatic Neoplasms
HIF1A,Skin Neoplasms
HIF1A,Thyroid Neoplasm
HIF1A,Unipolar Depression
HIF1A,Thyroid Gland Follicular Adenoma
HIF1A,Cerebral Hypoxia-Ischemia
HIF1A,Anaplastic carcinoma
HIF1A,"Carcinoma, Spindle-Cell"
HIF1A,Undifferentiated carcinoma
HIF1A,Carcinomatosis
HIF1A,Subependymal Giant Cell Astrocytoma
HIF1A,Hemangioblastoma
HIF1A,"Heart Failure, Right-Sided"
HIF1A,Disease Exacerbation
HIF1A,Secondary Biliary Cholangitis
HIF1A,Squamous cell carcinoma of esophagus
HIF1A,Juvenile Pilocytic Astrocytoma
HIF1A,Diffuse Astrocytoma
HIF1A,Anaplastic astrocytoma
HIF1A,Protoplasmic astrocytoma
HIF1A,Gemistocytic astrocytoma
HIF1A,Fibrillary Astrocytoma
HIF1A,Pilocytic Astrocytoma
HIF1A,Giant Cell Glioblastoma
HIF1A,Childhood Cerebral Astrocytoma
HIF1A,Complications of Diabetes Mellitus
HIF1A,Malignant neoplasm of pancreas
HIF1A,Malignant neoplasm of prostate
HIF1A,Mood Disorders
HIF1A,Mixed oligoastrocytoma
HIF1A,Thyroid carcinoma
HIF1A,Primary sclerosing cholangitis
HIF1A,Breast Carcinoma
HIF1A,Cerebral Astrocytoma
HIF1A,Intracranial Astrocytoma
HIF1A,Multiple Hemangioblastomas
HIF1A,Hypoxic-Ischemic Encephalopathy
HIF1A,Anoxic-Ischemic Encephalopathy
HIF1A,"Anoxia-Ischemia, Brain"
HIF1A,"Anoxia-Ischemia, Cerebral"
HIF1A,"Hypoxia-Ischemia, Brain"
HIF1A,Cerebral Ischemia
HIF1A,Ductal Carcinoma
HIF1A,"Mammary Neoplasms, Human"
HIF1A,Major Depressive Disorder
HIF1A,Atypical Ductal Breast Hyperplasia
HIF1A,Cardiac Hypertrophy
HIF1A,"Micronuclei, Chromosome-Defective"
HIF1A,"Micronuclei, Genotoxicant-Induced"
HIF1A,Mammary Neoplasms
HIF1A,Glioblastoma Multiforme
HIF1A,Grade I Astrocytoma
HIF1A,Idiopathic Pulmonary Fibrosis
HIF1A,Myocardial Failure
HIF1A,Heart Decompensation
HIF1A,"Biliary Cirrhosis, Primary, 1"
HIF1A,"Erythrocytosis familial, 1"
HIF1A,"Mammary Carcinoma, Human"
HIF1A,Hamman-Rich Disease
HIF1A,Usual Interstitial Pneumonia
HIF1A,Familial Idiopathic Pulmonary Fibrosis
HIGD2A,Liver neoplasms
HIGD2A,Precancerous Conditions
HIGD2A,"Condition, Preneoplastic"
HIGD2A,Malignant neoplasm of liver
HIKESHI,Malignant neoplasm of stomach
HIKESHI,melanoma
HIKESHI,Stomach Neoplasms
HIKESHI,Disease Exacerbation
HIKESHI,Hereditary Diffuse Gastric Cancer
HIKESHI,"LEUKODYSTROPHY, HYPOMYELINATING, 13"
HILPDA,Lung Neoplasms
HILPDA,Malignant neoplasm of lung
HINT1,Bipolar Disorder
HINT1,Myopathy
HINT1,Schizophrenia
HINT1,Isaacs syndrome
HINT1,Acquired Neuromyotonia
HINT1,"TOBACCO ADDICTION, SUSCEPTIBILITY TO (finding)"
HINT1,Inherited Peripheral Neuropathy
HINT1,Pseudomyotonia (finding)
HIP1,"Liver Cirrhosis, Experimental"
HIP1R,Atrial Fibrillation
HIP1R,Bipolar Disorder
HIP1R,Paroxysmal atrial fibrillation
HIP1R,Persistent atrial fibrillation
HIP1R,familial atrial fibrillation
HIPK1,Gastrointestinal Stromal Tumors
HIPK1,Gastrointestinal Stromal Sarcoma
HIPK2,Nephrosclerosis
HIPK2,Ureteral obstruction
HIPK2,Gastrointestinal Stromal Tumors
HIPK2,Gastrointestinal Stromal Sarcoma
HIRA,DiGeorge Syndrome
HIRA,Shprintzen syndrome
HIRA,Asymmetric crying face association
HIRA,CONOTRUNCAL ANOMALY FACE SYNDROME
HIRA,22q11 Deletion Syndrome
HIRA,22q11 partial monosomy syndrome
HIVEP2,Myocardial Ischemia
HIVEP2,Intellectual Disability
HIVEP2,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 43"
HIVEP3,Colorectal Carcinoma
HIVEP3,Neurodevelopmental Disorders
HJURP,Liver carcinoma
HJV,Cholestasis
HJV,Hemochromatosis
HJV,"Liver Cirrhosis, Experimental"
HJV,Juvenile hemochromatosis
HJV,Hereditary hemochromatosis
HJV,"HEMOCHROMATOSIS, TYPE 2A"
HJV,"HEMOCHROMATOSIS, TYPE 1"
HK1,Alloxan Diabetes
HK1,Ataxia
HK1,"Diabetes Mellitus, Experimental"
HK1,"Diabetes Mellitus, Non-Insulin-Dependent"
HK1,Schizophrenia
HK1,Speech Disorders
HK1,Streptozotocin Diabetes
HK1,Myocardial Ischemia
HK1,Adenocarcinoma of lung (disorder)
HK1,Hemolytic anemia due to hexokinase deficiency
HK1,Enzymopathy
HK1,Global developmental delay
HK1,Abnormal muscle tone
HK1,"Neuropathy, hereditary motor and sensory, Russe type"
HK1,"HEMOLYTIC ANEMIA, NONSPHEROCYTIC, DUE TO HEXOKINASE DEFICIENCY"
HK1,Visual Impairment
HK1,Intellectual Disability
HK1,RETINITIS PIGMENTOSA 79
HK2,Obesity
HK2,Myocardial Ischemia
HK2,Adenocarcinoma of lung (disorder)
HK3,Malignant neoplasm of breast
HK3,Colorectal Carcinoma
HK3,Liver diseases
HK3,Liver Dysfunction
HLA-A,Autistic Disorder
HLA-A,Toxic Epidermal Necrolysis
HLA-A,"Erythroderma, Maculopapular"
HLA-A,Glioma
HLA-A,"Hepatitis, Toxic"
HLA-A,Multiple Myeloma
HLA-A,Parakeratosis Variegata
HLA-A,Parapsoriasis
HLA-A,Schizophrenia
HLA-A,Paranoid Schizophrenia
HLA-A,Stevens-Johnson Syndrome
HLA-A,Thrombocytopenia
HLA-A,Parapsoriasis en Plaques
HLA-A,mixed gliomas
HLA-A,Malignant Glioma
HLA-A,Drug-Induced Liver Disease
HLA-A,"Hepatitis, Drug-Induced"
HLA-A,Drug-Induced Stevens Johnson Syndrome
HLA-A,Paranoia
HLA-A,Birdshot chorioretinopathy
HLA-A,Drug-Induced Acute Liver Injury
HLA-A,Mycoplasma-Induced Stevens-Johnson Syndrome
HLA-A,Stevens-Johnson Syndrome Toxic Epidermal Necrolysis Spectrum
HLA-A,Chemical and Drug Induced Liver Injury
HLA-A,Chemically-Induced Liver Toxicity
HLA-B,Behcet Syndrome
HLA-B,Dermatitis
HLA-B,Drug Eruptions
HLA-B,Dermatomyositis
HLA-B,Drug Allergy
HLA-B,Drug toxicity
HLA-B,Toxic Epidermal Necrolysis
HLA-B,Exanthema
HLA-B,Glioma
HLA-B,"Hepatitis, Toxic"
HLA-B,HIV Infections
HLA-B,Hypersensitivity
HLA-B,Moyamoya Disease
HLA-B,Myasthenia Gravis
HLA-B,Nephritis
HLA-B,Proteinuria
HLA-B,Psychotic Disorders
HLA-B,Schizophrenia
HLA-B,Ankylosing spondylitis
HLA-B,Stevens-Johnson Syndrome
HLA-B,Synovitis
HLA-B,Takayasu Arteritis
HLA-B,Adverse reaction to drug
HLA-B,Adult type dermatomyositis
HLA-B,mixed gliomas
HLA-B,"Dermatomyositis, Childhood Type"
HLA-B,Morbilliform Drug Reaction
HLA-B,Synovial Hypertrophy
HLA-B,Malignant Glioma
HLA-B,"Myasthenia Gravis, Generalized"
HLA-B,"Myasthenia Gravis, Ocular"
HLA-B,Drug-Induced Liver Disease
HLA-B,"Hepatitis, Drug-Induced"
HLA-B,Drug-Induced Stevens Johnson Syndrome
HLA-B,Allergic Reaction
HLA-B,Drug-Induced Acute Liver Injury
HLA-B,Mycoplasma-Induced Stevens-Johnson Syndrome
HLA-B,Stevens-Johnson Syndrome Toxic Epidermal Necrolysis Spectrum
HLA-B,Pulmonary arterial hypertension associated with connective tissue disease
HLA-B,Chemical and Drug Induced Liver Injury
HLA-B,Chemically-Induced Liver Toxicity
HLA-B,HIV Coinfection
HLA-C,"Arthritis, Psoriatic"
HLA-C,Burkitt Lymphoma
HLA-C,Drug toxicity
HLA-C,Toxic Epidermal Necrolysis
HLA-C,Glioma
HLA-C,HIV Infections
HLA-C,Pustulosis of Palms and Soles
HLA-C,Psoriasis
HLA-C,Schizophrenia
HLA-C,Stevens-Johnson Syndrome
HLA-C,Adverse reaction to drug
HLA-C,mixed gliomas
HLA-C,"Hepatitis B, Chronic"
HLA-C,Malignant Glioma
HLA-C,Drug-Induced Stevens Johnson Syndrome
HLA-C,Precursor B-cell lymphoblastic leukemia
HLA-C,PSORIASIS SUSCEPTIBILITY 1
HLA-C,Mycoplasma-Induced Stevens-Johnson Syndrome
HLA-C,Stevens-Johnson Syndrome Toxic Epidermal Necrolysis Spectrum
HLA-C,HIV Coinfection
HLA-DMA,Contact Dermatitis
HLA-DMA,"Dermatitis, Occupational"
HLA-DMA,Industrial Dermatosis
HLA-DMA,Contact hypersensitivity
HLA-DOA,"Prostate cancer, familial"
HLA-DOA,"PROSTATE CANCER, HEREDITARY, 1"
HLA-DPA1,"Dermatitis, Irritant"
HLA-DPA1,"Hepatitis B, Chronic"
HLA-DPA1,Granulomatosis with polyangiitis
HLA-DPB1,Angioedema
HLA-DPB1,Rheumatoid Arthritis
HLA-DPB1,Asthma
HLA-DPB1,Berylliosis
HLA-DPB1,Celiac Disease
HLA-DPB1,Uterine Cervical Neoplasm
HLA-DPB1,Drug Eruptions
HLA-DPB1,Endometriosis
HLA-DPB1,Memory Disorders
HLA-DPB1,Multiple Sclerosis
HLA-DPB1,Myasthenia Gravis
HLA-DPB1,Sarcoidosis
HLA-DPB1,Urticaria
HLA-DPB1,"Dermatitis, Irritant"
HLA-DPB1,Chronic berylliosis
HLA-DPB1,Memory impairment
HLA-DPB1,Endometrioma
HLA-DPB1,Morbilliform Drug Reaction
HLA-DPB1,"Hepatitis B, Chronic"
HLA-DPB1,Age-Related Memory Disorders
HLA-DPB1,"Memory Disorder, Semantic"
HLA-DPB1,"Memory Disorder, Spatial"
HLA-DPB1,Memory Loss
HLA-DPB1,"Multiple Sclerosis, Acute Fulminating"
HLA-DPB1,"Myasthenia Gravis, Generalized"
HLA-DPB1,"Myasthenia Gravis, Ocular"
HLA-DPB1,"Asthma, Aspirin-Induced"
HLA-DPB1,Beryllium Disease
HLA-DPB1,Granulomatosis with polyangiitis
HLA-DPB1,cervical cancer
HLA-DPB2,Berylliosis
HLA-DPB2,Uterine Cervical Neoplasm
HLA-DPB2,Beryllium Disease
HLA-DPB2,cervical cancer
HLA-DQA1,Asthma
HLA-DQA1,Celiac Disease
HLA-DQA1,Dermatitis
HLA-DQA1,"Diabetes Mellitus, Insulin-Dependent"
HLA-DQA1,Esophageal Achalasia
HLA-DQA1,Membranous glomerulonephritis
HLA-DQA1,Hypersensitivity
HLA-DQA1,"Leishmaniasis, Visceral"
HLA-DQA1,"Lupus Erythematosus, Systemic"
HLA-DQA1,Megaesophagus
HLA-DQA1,Oropharyngeal Neoplasms
HLA-DQA1,Pancreatitis
HLA-DQA1,Proteinuria
HLA-DQA1,Eosinophilia-Myalgia Syndrome
HLA-DQA1,Idiopathic Membranous Glomerulonephritis
HLA-DQA1,"Diabetes, Autoimmune"
HLA-DQA1,Libman-Sacks Disease
HLA-DQA1,Brittle diabetes
HLA-DQA1,"Eosinophilia-Myalgia Syndrome, L-Tryptophan-Related"
HLA-DQA1,Idiopathic achalasia of esophagus
HLA-DQA1,Allergic Reaction
HLA-DQA1,Heymann Nephritis
HLA-DQA1,Oropharyngeal Carcinoma
HLA-DQA1,"Mycobacterium tuberculosis, susceptibility to infection by"
HLA-DQA1,"Diabetes Mellitus, Ketosis-Prone"
HLA-DQA1,"Diabetes Mellitus, Sudden-Onset"
HLA-DQA2,Rheumatoid Arthritis
HLA-DQB1,Angioedema
HLA-DQB1,Asthma
HLA-DQB1,Celiac Disease
HLA-DQB1,Drug Eruptions
HLA-DQB1,"Diabetes Mellitus, Insulin-Dependent"
HLA-DQB1,Esophageal Achalasia
HLA-DQB1,IGA Glomerulonephritis
HLA-DQB1,"Hepatitis, Toxic"
HLA-DQB1,Hypersensitivity
HLA-DQB1,Creutzfeldt-Jakob disease
HLA-DQB1,Megaesophagus
HLA-DQB1,Moyamoya Disease
HLA-DQB1,Multiple Sclerosis
HLA-DQB1,Narcolepsy
HLA-DQB1,Oropharyngeal Neoplasms
HLA-DQB1,Bullous pemphigoid
HLA-DQB1,Schizophrenia
HLA-DQB1,Systemic Scleroderma
HLA-DQB1,Urticaria
HLA-DQB1,"Diabetes, Autoimmune"
HLA-DQB1,Kleine-Levin Syndrome
HLA-DQB1,Brittle diabetes
HLA-DQB1,New Variant Creutzfeldt-Jakob Disease
HLA-DQB1,Morbilliform Drug Reaction
HLA-DQB1,"Creutzfeldt-Jakob Disease, Familial"
HLA-DQB1,"Multiple Sclerosis, Acute Fulminating"
HLA-DQB1,Narcolepsy-Cataplexy Syndrome
HLA-DQB1,Idiopathic achalasia of esophagus
HLA-DQB1,Drug-Induced Liver Disease
HLA-DQB1,"Hepatitis, Drug-Induced"
HLA-DQB1,Allergic Reaction
HLA-DQB1,Oropharyngeal Carcinoma
HLA-DQB1,Drug-Induced Acute Liver Injury
HLA-DQB1,"Diabetes Mellitus, Ketosis-Prone"
HLA-DQB1,Chemical and Drug Induced Liver Injury
HLA-DQB1,Chemically-Induced Liver Toxicity
HLA-DQB1,"Diabetes Mellitus, Sudden-Onset"
HLA-DQB1,Limbic encephalitis with leucine-rich glioma-inactivated 1 antibodies
HLA-DRA,"Alcoholic Intoxication, Chronic"
HLA-DRA,Lichen planus follicularis
HLA-DRA,Multiple Sclerosis
HLA-DRA,Parkinson Disease
HLA-DRA,Endotoxic shock
HLA-DRA,Septic Shock
HLA-DRA,Toxic Shock Syndrome
HLA-DRA,"Multiple Sclerosis, Acute Fulminating"
HLA-DRA,Graham Little Piccardi Lassueur syndrome
HLA-DRB1,Angioedema
HLA-DRB1,Rheumatoid Arthritis
HLA-DRB1,Asthma
HLA-DRB1,Autistic Disorder
HLA-DRB1,Berylliosis
HLA-DRB1,Bipolar Disorder
HLA-DRB1,Ulcerative Colitis
HLA-DRB1,Crohn Disease
HLA-DRB1,"Diabetes Mellitus, Insulin-Dependent"
HLA-DRB1,Drug Allergy
HLA-DRB1,Membranous glomerulonephritis
HLA-DRB1,"Hepatitis, Toxic"
HLA-DRB1,Hypersensitivity
HLA-DRB1,"Leishmaniasis, Visceral"
HLA-DRB1,"Lupus Erythematosus, Systemic"
HLA-DRB1,"Lymphoma, Follicular"
HLA-DRB1,Reticulosarcoma
HLA-DRB1,"Lymphoma, Mixed-Cell"
HLA-DRB1,"Lymphoma, Non-Hodgkin"
HLA-DRB1,"Lymphoma, Undifferentiated"
HLA-DRB1,Moyamoya Disease
HLA-DRB1,Multiple Sclerosis
HLA-DRB1,Narcolepsy
HLA-DRB1,Nephrotic Syndrome
HLA-DRB1,Oropharyngeal Neoplasms
HLA-DRB1,Pancreatitis
HLA-DRB1,Bullous pemphigoid
HLA-DRB1,Proteinuria
HLA-DRB1,Sarcoidosis
HLA-DRB1,Schizophrenia
HLA-DRB1,Typhoid Fever
HLA-DRB1,Urticaria
HLA-DRB1,High Grade Lymphoma (neoplasm)
HLA-DRB1,"Lymphoma, Intermediate-Grade"
HLA-DRB1,Low Grade Lymphoma (neoplasm)
HLA-DRB1,Diffuse Mixed-Cell Lymphoma
HLA-DRB1,"Lymphoma, Small Noncleaved-Cell"
HLA-DRB1,Eosinophilia-Myalgia Syndrome
HLA-DRB1,Idiopathic Membranous Glomerulonephritis
HLA-DRB1,Juvenile-Onset Still Disease
HLA-DRB1,Crohn's disease of large bowel
HLA-DRB1,"Diabetes, Autoimmune"
HLA-DRB1,CREST Syndrome
HLA-DRB1,Libman-Sacks Disease
HLA-DRB1,Crohn's disease of the ileum
HLA-DRB1,Brittle diabetes
HLA-DRB1,Regional enteritis
HLA-DRB1,"Scleroderma, Limited"
HLA-DRB1,"Multiple Sclerosis, Acute Fulminating"
HLA-DRB1,Narcolepsy-Cataplexy Syndrome
HLA-DRB1,"Eosinophilia-Myalgia Syndrome, L-Tryptophan-Related"
HLA-DRB1,Drug-Induced Liver Disease
HLA-DRB1,IIeocolitis
HLA-DRB1,Diffuse Scleroderma
HLA-DRB1,"Hepatitis, Drug-Induced"
HLA-DRB1,Systemic onset juvenile chronic arthritis
HLA-DRB1,Allergic Reaction
HLA-DRB1,Heymann Nephritis
HLA-DRB1,Oropharyngeal Carcinoma
HLA-DRB1,Beryllium Disease
HLA-DRB1,Drug-Induced Acute Liver Injury
HLA-DRB1,"Lymphoma, Diffuse"
HLA-DRB1,"Diabetes Mellitus, Ketosis-Prone"
HLA-DRB1,Chemical and Drug Induced Liver Injury
HLA-DRB1,Chemically-Induced Liver Toxicity
HLA-DRB1,"Diabetes Mellitus, Sudden-Onset"
HLA-DRB1,Limbic encephalitis with leucine-rich glioma-inactivated 1 antibodies
HLA-DRB1,"Lymphoma, Non-Hodgkin, Familial"
HLA-DRB4,Bipolar Disorder
HLA-DRB4,Hypersensitivity
HLA-DRB4,Paranoid Schizophrenia
HLA-DRB4,Paranoia
HLA-DRB4,Allergic Reaction
HLA-DRB5,Alzheimer's Disease
HLA-DRB5,Presenile dementia
HLA-DRB5,"Diabetes Mellitus, Non-Insulin-Dependent"
HLA-DRB5,Hypersensitivity
HLA-DRB5,Parkinson Disease
HLA-DRB5,Familial Alzheimer Disease (FAD)
HLA-DRB5,"Alzheimer Disease, Late Onset"
HLA-DRB5,Acute Confusional Senile Dementia
HLA-DRB5,"Alzheimer's Disease, Focal Onset"
HLA-DRB5,"Alzheimer Disease, Early Onset"
HLA-DRB5,Allergic Reaction
HLA-E,Bipolar Disorder
HLA-E,"Erythroderma, Maculopapular"
HLA-E,Parakeratosis Variegata
HLA-E,Parapsoriasis
HLA-E,Psychotic Disorders
HLA-E,Schizophrenia
HLA-E,Parapsoriasis en Plaques
HLA-E,Nonorganic psychosis
HLA-G,Asthma
HLA-G,Bipolar Disorder
HLA-J,Schizophrenia
HLCS,Malignant neoplasm of breast
HLCS,Holocarboxylase Synthetase Deficiency
HLF,Burkitt Lymphoma
HLF,Childhood Acute Lymphoblastic Leukemia
HLF,L2 Acute Lymphoblastic Leukemia
HLF,Unipolar Depression
HLF,Major Depressive Disorder
HLF,Precursor B-cell lymphoblastic leukemia
HLF,Precursor Cell Lymphoblastic Leukemia Lymphoma
HLTF,Kidney Neoplasm
HLTF,Malignant neoplasm of kidney
HMBS,Acute intermittent porphyria
HMBS,Hydroxymethylbilane Synthase Deficiency
HMCN1,Age related macular degeneration
HMCN1,"Macular Degeneration, Age-Related, 1"
